"sanity_id","name","slug","catalog","series","category","size","finish","application","spaces","collection","has_matching_floor","variants","image_filename","image_url","hidden","sort_order","notes"
"6R4Op2zj1oYU72ZZby0NLF","Purple HL","purple-hl","wall-300x450","Purple","Ceramic","300×450 mm","Glossy","Wall","","","","","Purple HL.jpg","https://cdn.sanity.io/images/3jv6o4t6/production/84effa0b8e4c53fbe64d2b2fc7406bbbd7878ef6-6378x4216.jpg","FALSE","200",""
"6R4Op2zj1oYU72ZZby0NMp","Purple Dark","purple-dark","wall-300x450","Purple","Ceramic","300×450 mm","Glossy","Wall","","","","","Purple Dark.jpg","https://cdn.sanity.io/images/3jv6o4t6/production/ee01397aeff51854f40874b657392ad17a1468c4-6378x4249.jpg","FALSE","201",""
"6R4Op2zj1oYU72ZZby0NOP","Mirage Light","mirage-light","wall-300x450","Mirage","Ceramic","300×450 mm","Glossy","Wall","","","300×300 mm","","Mirage L.jpg","https://cdn.sanity.io/images/3jv6o4t6/production/01937b76bdaa5cbf4d2bb0d371732fab7451f7e0-6391x4252.jpg","FALSE","202",""
"6R4Op2zj1oYU72ZZby0NPz","Mirage HL","mirage-hl","wall-300x450","Mirage","Ceramic","300×450 mm","Glossy","Wall","","","","","Mirage HL.jpg","https://cdn.sanity.io/images/3jv6o4t6/production/7db5e3607b4d8bc3875505b5c67c736a3c8f1082-6391x4252.jpg","FALSE","203",""
"6R4Op2zj1oYU72ZZby0NRZ","Mirage Dark","mirage-dark","wall-300x450","Mirage","Ceramic","300×450 mm","Glossy","Wall","","","","","Mirage Dark.jpg","https://cdn.sanity.io/images/3jv6o4t6/production/83f0cd947ec63a9607d3f436ba13dd61b1d58f50-6391x4252.jpg","FALSE","204",""
"6R4Op2zj1oYU72ZZby0NT9","Liam Light","liam-light","wall-300x450","Liam","Ceramic","300×450 mm","Glossy","Wall","","","300×300 mm","","LIAM LT.jpg","https://cdn.sanity.io/images/3jv6o4t6/production/32f759b8f1037a00a9bb4962d587be6819414e35-7307x4913.jpg","FALSE","205",""
"6R4Op2zj1oYU72ZZby0NUj","Liam HL","liam-hl","wall-300x450","Liam","Ceramic","300×450 mm","Glossy","Wall","","","","","LIAM HL.jpg","https://cdn.sanity.io/images/3jv6o4t6/production/8ad5dfdf33decf198ed3c6bbd452990d12db96a3-7307x4913.jpg","FALSE","206",""
"6R4Op2zj1oYU72ZZby0NWJ","Liam Dark","liam-dark","wall-300x450","Liam","Ceramic","300×450 mm","Glossy","Wall","","","","","LIAM DB.jpg","https://cdn.sanity.io/images/3jv6o4t6/production/2fa7d445fbfd797bc7d827d2ca27dd23464995b5-7307x4913.jpg","FALSE","207",""
"6R4Op2zj1oYU72ZZby0NXt","Ligen Light","ligen-light","wall-300x450","Ligen","Ceramic","300×450 mm","Glossy","Wall","","","300×300 mm","","Ligen Light.jpg","https://cdn.sanity.io/images/3jv6o4t6/production/2eaaed39ef103b9f19a0cc16e8251f104d9070f9-6378x4252.jpg","FALSE","208",""
"6R4Op2zj1oYU72ZZby0NZT","Ligen HL","ligen-hl","wall-300x450","Ligen","Ceramic","300×450 mm","Glossy","Wall","","","","","Ligen HL.jpg","https://cdn.sanity.io/images/3jv6o4t6/production/d0f36ce398aac31b8bc419482fb8416da679b2d3-6378x4253.jpg","FALSE","209",""
"y29nl9pwiSAsJMnZQk9pi7","Charcoal","charcoal-300x300","wall-300x450","Charcoal","Ceramic","300×300 mm","Matt","Floor","","","","","F EC CHARCOAL.jpg","https://cdn.sanity.io/images/3jv6o4t6/production/6d6b60d33ce9947b89c2067c558919644ec0c1dd-497x497.jpg","FALSE","210",""
"6R4Op2zj1oYU72ZZby0Nb3","Ligen Dark","ligen-dark","wall-300x450","Ligen","Ceramic","300×450 mm","Glossy","Wall","","","","","Ligen Dark.jpg","https://cdn.sanity.io/images/3jv6o4t6/production/087160dbf4efea85fea476299f9f9b6875a5d3fb-6378x4252.jpg","FALSE","210",""
"6R4Op2zj1oYU72ZZby0Ncd","Mosaic Light","mosaic-light","wall-300x450","Mosaic","Ceramic","300×450 mm","Glossy","Wall","","","300×300 mm","","Mosaic Light.jpg","https://cdn.sanity.io/images/3jv6o4t6/production/355967417431ed52e439a9155704652822fdeb6d-5315x3543.jpg","FALSE","211",""
"6R4Op2zj1oYU72ZZby0NeD","Mosaic HL","mosaic-hl","wall-300x450","Mosaic","Ceramic","300×450 mm","Glossy","Wall","","","","","Mosaic HL.jpg","https://cdn.sanity.io/images/3jv6o4t6/production/45e91d6fb5fb2bed01f83b22f29001ca51e05930-5315x3543.jpg","FALSE","212",""
"6R4Op2zj1oYU72ZZby0Nfn","Mosaic Dark","mosaic-dark","wall-300x450","Mosaic","Ceramic","300×450 mm","Glossy","Wall","","","","","Mosaic Dark.jpg","https://cdn.sanity.io/images/3jv6o4t6/production/7abfcc0f5f0eb6a8e5f66219a4e15a2aa1a286ac-5315x3544.jpg","FALSE","213",""
"6R4Op2zj1oYU72ZZby0Nm7","Ritz Light","ritz-light","wall-300x450","Ritz","Ceramic","300×450 mm","Glossy","Wall","","","300×300 mm","","RITZ LT.jpg","https://cdn.sanity.io/images/3jv6o4t6/production/c66c22aa3e041eaa00b3fe46bc4c59ebd38a4b25-6463x4337.jpg","FALSE","217",""
"6R4Op2zj1oYU72ZZby0NpH","Ritz Dark","ritz-dark","wall-300x450","Ritz","Ceramic","300×450 mm","Glossy","Wall","","","","","RITZ DB.jpg","https://cdn.sanity.io/images/3jv6o4t6/production/5304b38bf9045e6a16f2157481f46e725cf13dc5-6463x4337.jpg","FALSE","219",""
"y29nl9pwiSAsJMnZQk9pk2","Cheesy Brown","cheesy-brown-300x300","wall-300x450","Cheesy Brown","Ceramic","300×300 mm","Matt","Floor","","","","","F EC CHEESY BROWN.jpg","https://cdn.sanity.io/images/3jv6o4t6/production/eb9f9bf2e3e6eaabc8ed8ad1e8d3112134735288-497x497.jpg","FALSE","220",""
"6R4Op2zj1oYU72ZZby0Nqr","Pristine Grey Light","pristine-grey-light","wall-300x450","Pristine Grey","Ceramic","300×450 mm","Glossy","Wall","","","300×300 mm","","Pristine Grey Light.jpg","https://cdn.sanity.io/images/3jv6o4t6/production/2e3482290ec32e5e7e10e9bc3b5e8c8f987c313a-5315x3543.jpg","FALSE","220",""
"6R4Op2zj1oYU72ZZby0NsR","Pristine Grey HL","pristine-grey-hl","wall-300x450","Pristine Grey","Ceramic","300×450 mm","Glossy","Wall","","","","","Pristine Grey HL.jpg","https://cdn.sanity.io/images/3jv6o4t6/production/7b93065ad2df8580f1a5a23b7595c8d087ec8491-5315x3543.jpg","FALSE","221",""
"6R4Op2zj1oYU72ZZby0Nu1","Pristine Grey Dark","pristine-grey-dark","wall-300x450","Pristine Grey","Ceramic","300×450 mm","Glossy","Wall","","","","","Pristine Grey Dark.jpg","https://cdn.sanity.io/images/3jv6o4t6/production/e3e54cb96a92ecd6bf8adef8f89679d8e8992443-5315x3544.jpg","FALSE","222",""
"6R4Op2zj1oYU72ZZby0O0L","Savoy Light","savoy-light","wall-300x450","Savoy","Ceramic","300×450 mm","Glossy","Wall","","","300×300 mm","","SAVOY LT.jpg","https://cdn.sanity.io/images/3jv6o4t6/production/52d7947f8116ebfe2a7fd66de9540ced4bbe40a3-12926x8674.jpg","FALSE","226",""
"6R4Op2zj1oYU72ZZby0O1v","Savoy HL","savoy-hl","wall-300x450","Savoy","Ceramic","300×450 mm","Glossy","Wall","","","","","SAVOY HL.jpg","https://cdn.sanity.io/images/3jv6o4t6/production/6ffc2adeed4ab38459d4c69ff56a65560046923c-6463x4337.jpg","FALSE","227",""
"6R4Op2zj1oYU72ZZby0O3V","Savoy Dark","savoy-dark","wall-300x450","Savoy","Ceramic","300×450 mm","Glossy","Wall","","","","","SAVOY DB.jpg","https://cdn.sanity.io/images/3jv6o4t6/production/8b441dc0fcd7bf6dad8fbdf788e680d43fa2ac35-12926x8674.jpg","FALSE","228",""
"6R4Op2zj1oYU72ZZby0O55","Trevertino Light","trevertino-light","wall-300x450","Trevertino","Ceramic","300×450 mm","Glossy","Wall","","","300×300 mm","","Trevertino Light.jpg","https://cdn.sanity.io/images/3jv6o4t6/production/e59e9867610a3c6984b297034772b67f914ac369-6378x4265.jpg","FALSE","229",""
"y29nl9pwiSAsJMnZQk9plx","Crust Barren","crust-barren-300x300","wall-300x450","Crust Barren","Ceramic","300×300 mm","Matt","Floor","","","","","F EC CRUST BARREN.jpg","https://cdn.sanity.io/images/3jv6o4t6/production/ba9117a348fa31cc2fe39de90b3025d2216ccd82-497x497.jpg","FALSE","230",""
"6R4Op2zj1oYU72ZZby0O6f","Trevertino HL","trevertino-hl","wall-300x450","Trevertino","Ceramic","300×450 mm","Glossy","Wall","","","","","Trevertino HL.jpg","https://cdn.sanity.io/images/3jv6o4t6/production/19be138963e9266f6a259a7d07e812adad64734e-6378x4240.jpg","FALSE","230",""
"6R4Op2zj1oYU72ZZby0O8F","Trevertino Dark","trevertino-dark","wall-300x450","Trevertino","Ceramic","300×450 mm","Glossy","Wall","","","","","Trevertino Dark.jpg","https://cdn.sanity.io/images/3jv6o4t6/production/210ba6ff5ba308886a9dc97d5323931874727db8-6378x4252.jpg","FALSE","231",""
"6R4Op2zj1oYU72ZZby0O9p","Shangrila Light","shangrila-light","wall-300x450","Shangrila","Ceramic","300×450 mm","Glossy","Wall","","","300×300 mm","","SHANGRILA-LIGHT.jpg","https://cdn.sanity.io/images/3jv6o4t6/production/320d729366488235a392619978af4c203d753cc6-7307x4913.jpg","FALSE","232",""
"6R4Op2zj1oYU72ZZby0OBP","Shangrila HL","shangrila-hl","wall-300x450","Shangrila","Ceramic","300×450 mm","Glossy","Wall","","","","","SHANGRILA-HL.jpg","https://cdn.sanity.io/images/3jv6o4t6/production/23c2a10effaa9969c33a5bb26dece709eef41c64-7307x4913.jpg","FALSE","233",""
"6R4Op2zj1oYU72ZZby0OCz","Shangrila Dark","shangrila-dark","wall-300x450","Shangrila","Ceramic","300×450 mm","Glossy","Wall","","","","","SHANGRILA-DARK.jpg","https://cdn.sanity.io/images/3jv6o4t6/production/8cfaf5e531c80900fa23baf9432bc38591b6d910-4913x4913.jpg","FALSE","234",""
"y29nl9pwiSAsJMnZQk9pns","Crust Black","crust-black-300x300","wall-300x450","Crust Black","Ceramic","300×300 mm","Matt","Floor","","","","","F EC CRUST BLACK.jpg","https://cdn.sanity.io/images/3jv6o4t6/production/072247f571e0a507fe3a8bcdf449d3051f458aa9-497x497.jpg","FALSE","240",""
"6R4Op2zj1oYU72ZZby0OSn","Vase Light","vase-light","wall-300x450","Vase","Ceramic","300×450 mm","Glossy","Wall","","","300×300 mm","","Vase Light.jpg","https://cdn.sanity.io/images/3jv6o4t6/production/9562c6c2176afa78688627578681651498d3288a-6378x4252.jpg","FALSE","244",""
"6R4Op2zj1oYU72ZZby0OUN","Vase HL","vase-hl","wall-300x450","Vase","Ceramic","300×450 mm","Glossy","Wall","","","","","Vase HL.jpg","https://cdn.sanity.io/images/3jv6o4t6/production/385fff6e17867d94b379a4d22c10e7cef426e202-6378x4252.jpg","FALSE","245",""
"6R4Op2zj1oYU72ZZby0OVx","Vase Dark","vase-dark","wall-300x450","Vase","Ceramic","300×450 mm","Glossy","Wall","","","","","Vase Dark.jpg","https://cdn.sanity.io/images/3jv6o4t6/production/bfd8ecd44e3499c1d89bab994f06428920392af4-6378x4252.jpg","FALSE","246",""
"6R4Op2zj1oYU72ZZby0OXX","Centro Light","centro-light","wall-300x450","Centro","Ceramic","300×450 mm","Glossy","Wall","","","300×300 mm","","CENTRO LT.jpg","https://cdn.sanity.io/images/3jv6o4t6/production/b5fd88f0357b2db43201471a2faa9caf38e874da-7307x4913.jpg","FALSE","247",""
"6R4Op2zj1oYU72ZZby0OZ7","Centro HL","centro-hl","wall-300x450","Centro","Ceramic","300×450 mm","Glossy","Wall","","","","","CENTRO HL.jpg","https://cdn.sanity.io/images/3jv6o4t6/production/92f7918da7ba3bb7799d9838b7bca62d697939b9-7307x4913.jpg","FALSE","248",""
"6R4Op2zj1oYU72ZZby0Oah","Centro Dark","centro-dark","wall-300x450","Centro","Ceramic","300×450 mm","Glossy","Wall","","","","","CENTRO DB.jpg","https://cdn.sanity.io/images/3jv6o4t6/production/ec90e2f9d1934c93e06616f290f62123f52b2976-7307x4913.jpg","FALSE","249",""
"y29nl9pwiSAsJMnZQk9ppn","Crust Dusk","crust-dusk-300x300","wall-300x450","Crust Dusk","Ceramic","300×300 mm","Matt","Floor","","","","","F EC CRUST DUSK.jpg","https://cdn.sanity.io/images/3jv6o4t6/production/fa1ea477e3a463a31b02097e8fef38113f41f772-497x497.jpg","FALSE","250",""
"6R4Op2zj1oYU72ZZby0Q97","Light Ivory","light-ivory","wall-300x450","Light Ivory","Ceramic","300×450 mm","Glossy","Wall","","","","","LIGHT IVORY.jpg","https://cdn.sanity.io/images/3jv6o4t6/production/647f950ffe00c00455631e7671515f3aee31b5eb-7307x4913.jpg","FALSE","255",""
"6R4Op2zj1oYU72ZZby0QCH","Kyoto Light","kyoto-light","wall-300x450","Kyoto","Ceramic","300×450 mm","Matt","Wall","","","300×300 mm","","KYOTO_LIGHT.jpg","https://cdn.sanity.io/images/3jv6o4t6/production/92346355f5e68acf2d89bf94e3d1e32eb5cba3e7-7307x4913.jpg","FALSE","257",""
"6R4Op2zj1oYU72ZZby0QDr","Kyoto HL","kyoto-hl","wall-300x450","Kyoto","Ceramic","300×450 mm","Matt","Wall","","","","","KYOTO_HL.jpg","https://cdn.sanity.io/images/3jv6o4t6/production/13694c2126a54c73520f0e58cc4a37843c369bb7-7307x4913.jpg","FALSE","258",""
"6R4Op2zj1oYU72ZZby0QFR","Kyoto Dark","kyoto-dark","wall-300x450","Kyoto","Ceramic","300×450 mm","Matt","Wall","","","","","KYOTO_DARK.jpg","https://cdn.sanity.io/images/3jv6o4t6/production/03668c5586fb05ee6d8dbaa66e5fe6cff8858550-7307x4913.jpg","FALSE","259",""
"y29nl9pwiSAsJMnZQk9pri","Crust Foggy","crust-foggy-300x300","wall-300x450","Crust Foggy","Ceramic","300×300 mm","Matt","Floor","","","","","F EC CRUST FOGGY.jpg","https://cdn.sanity.io/images/3jv6o4t6/production/2f61033fab153efaa2355bd6c9d513c7d68c11ec-497x497.jpg","FALSE","260",""
"6R4Op2zj1oYU72ZZby0QVF","Flowery Light","flowery-light","wall-300x450","Flowery","Ceramic","300×450 mm","Matt","Wall","","","300×300 mm","","FLOWERY_LIGHT.jpg","https://cdn.sanity.io/images/3jv6o4t6/production/e3eb87a8791c4ddfe040faf8bad231cadfb788ec-7307x4913.jpg","FALSE","269",""
"y29nl9pwiSAsJMnZQk9ptd","Crust Grey","crust-grey-300x300","wall-300x450","Crust Grey","Ceramic","300×300 mm","Matt","Floor","","","","","CRUST GREY DARK.jpg","https://cdn.sanity.io/images/3jv6o4t6/production/13bc2e395b0d94b15e40efd65e7b1661732c89f5-4945x4945.jpg","FALSE","270",""
"6R4Op2zj1oYU72ZZby0QWp","Flowery HL 01","flowery-hl-01","wall-300x450","Flowery","Ceramic","300×450 mm","Matt","Wall","","","","","FLOWERY_HL01.jpg","https://cdn.sanity.io/images/3jv6o4t6/production/e64690ffa3001464e555e67fff308b1a4129e684-7307x4913.jpg","FALSE","270",""
"6R4Op2zj1oYU72ZZby0QYP","Flowery HL 02","flowery-hl-02","wall-300x450","Flowery","Ceramic","300×450 mm","Matt","Wall","","","","","FLOWERY_HL02.jpg","https://cdn.sanity.io/images/3jv6o4t6/production/bb8969679418be60fdda0289e1e53260f0bd6bc1-7307x4913.jpg","FALSE","271",""
"6R4Op2zj1oYU72ZZby0QbZ","Fusion Light","fusion-light","wall-300x450","Fusion","Ceramic","300×450 mm","Matt","Wall","","","300×300 mm","","FUSION_LIGHT.jpg","https://cdn.sanity.io/images/3jv6o4t6/production/cb1cbcf3ca72c6bdc6c1f0f3d5da1fd8dbfca20c-7307x4913.jpg","FALSE","273",""
"6R4Op2zj1oYU72ZZby0Qd9","Fusion HL","fusion-hl","wall-300x450","Fusion","Ceramic","300×450 mm","Matt","Wall","","","","","FUSION_HL.jpg","https://cdn.sanity.io/images/3jv6o4t6/production/a28dd5d6fab3271d74d62b66063d2841ecd004e5-7307x4913.jpg","FALSE","274",""
"6R4Op2zj1oYU72ZZby0Qej","Fusion Dark","fusion-dark","wall-300x450","Fusion","Ceramic","300×450 mm","Matt","Wall","","","","","FUSION_DARK.jpg","https://cdn.sanity.io/images/3jv6o4t6/production/4f2529c6451d75737704a42a8736ae01e239b06a-7307x4913.jpg","FALSE","275",""
"y29nl9pwiSAsJMnZQk9pvY","Crust Pale","crust-pale-300x300","wall-300x450","Crust Pale","Ceramic","300×300 mm","Matt","Floor","","","","","F EC CRUST PALE.jpg","https://cdn.sanity.io/images/3jv6o4t6/production/224946eb7eacd4f0e937cdc7e61b97a4ea4d0ee0-497x497.jpg","FALSE","280",""
"6R4Op2zj1oYU72ZZby0Qpn","Satin White","satin-white","wall-300x450","Satin White","Ceramic","300×450 mm","Matt","Wall","","","","","Satin White.jpg","https://cdn.sanity.io/images/3jv6o4t6/production/293f0af8f66c9bca9b70fe6aff69a73f77e0996e-7307x4913.jpg","FALSE","282",""
"6R4Op2zj1oYU72ZZby0QrN","Unser Multi","unser-multi","wall-300x450","Elevation","Ceramic","300×450 mm","Matt","Elevation","","","","","UNSER MULTI.jpg","https://cdn.sanity.io/images/3jv6o4t6/production/71bf5be8ef0120c7a651752126d55823b3a34d03-7307x4913.jpg","FALSE","283",""
"6R4Op2zj1oYU72ZZby0Qxh","Unser Dark","unser-dark","wall-300x450","Elevation","Ceramic","300×450 mm","Matt","Elevation","","","","","UNSER DARK.jpg","https://cdn.sanity.io/images/3jv6o4t6/production/3159b2eefd93bb324483a53b81427d4f4c792d0c-7307x4913.jpg","FALSE","287",""
"6R4Op2zj1oYU72ZZby0R0r","Caliber Beige","caliber-beige","wall-300x450","Elevation","Ceramic","300×450 mm","Matt","Elevation","","","","","CALIBER BEIGE.jpg","https://cdn.sanity.io/images/3jv6o4t6/production/fa62037687078108bcc174cbd892c0db3251d151-7307x4913.jpg","FALSE","289",""
"y29nl9pwiSAsJMnZQk9pxT","Crust Pine","crust-pine-300x300","wall-300x450","Crust Pine","Ceramic","300×300 mm","Matt","Floor","","","","","F EC CRUST PINE.jpg","https://cdn.sanity.io/images/3jv6o4t6/production/951be51fd8dd0f635ed7bd2327d9840ae37c32de-497x497.jpg","FALSE","290",""
"6R4Op2zj1oYU72ZZby0R2R","Star Mosaic","star-mosaic","wall-300x450","Elevation","Ceramic","300×450 mm","Matt","Elevation","","","","","STARK MOSAIC.jpg","https://cdn.sanity.io/images/3jv6o4t6/production/5fde9a80e386d2059009ba51948dc37b7463b747-7307x4913.jpg","FALSE","290",""
"y29nl9pwiSAsJMnZQk9pzO","Crystal Grey","crystal-grey-300x300","wall-300x450","Crystal Grey","Ceramic","300×300 mm","Matt","Floor","","","","","F EC CRYSTAL GREY.jpg","https://cdn.sanity.io/images/3jv6o4t6/production/af8d8f43619a05dc0caf26a94b8c65f7983d345b-497x497.jpg","FALSE","300",""
"y29nl9pwiSAsJMnZQk9q1J","Daisy Jolly","daisy-jolly-300x300","wall-300x450","Daisy Jolly","Ceramic","300×300 mm","Matt","Floor","","","","","F EC DAISY JOLLY.jpg","https://cdn.sanity.io/images/3jv6o4t6/production/0ccf6fa1ad039a717ba261850651a35f35a727cb-497x497.jpg","FALSE","310",""
"y29nl9pwiSAsJMnZQk9q3E","Destiny Dark EC","destiny-dark-ec-300x300","wall-300x450","Destiny","Ceramic","300×300 mm","Matt","Floor","","","","","DESTINY DARK.jpg","https://cdn.sanity.io/images/3jv6o4t6/production/229e49d8ed422db9ab476f54062c730e68502f9f-4945x4945.jpg","FALSE","320",""
"y29nl9pwiSAsJMnZQk9q59","Floral Brown","floral-brown-300x300","wall-300x450","Floral Brown","Ceramic","300×300 mm","Matt","Floor","","","","","F EC FLORAL BROWN.jpg","https://cdn.sanity.io/images/3jv6o4t6/production/4394bbbec4a4f9cbe6565dfaf61284bb703ffee4-498x497.jpg","FALSE","330",""
"y29nl9pwiSAsJMnZQk9q74","Floral Grey","floral-grey-300x300","wall-300x450","Floral Grey","Ceramic","300×300 mm","Matt","Floor","","","","","F EC FLORAL GREY.jpg","https://cdn.sanity.io/images/3jv6o4t6/production/c8c53376f041581dcd826f6a32683fdf17d40cc2-497x497.jpg","FALSE","340",""
"y29nl9pwiSAsJMnZQk9q8z","Ford Dark Floor","ford-dark-300x300","wall-300x450","Ford","Ceramic","300×300 mm","Matt","Floor","","","","","F EC FORD DARK.jpg","https://cdn.sanity.io/images/3jv6o4t6/production/9db60ba69d299d257c3d97d91d6a8eeb5facbd14-497x497.jpg","FALSE","350",""
"y29nl9pwiSAsJMnZQk9qAu","Mad Grey","mad-grey-300x300","wall-300x450","Mad Grey","Ceramic","300×300 mm","Matt","Floor","","","","","F EC MAD GREY.jpg","https://cdn.sanity.io/images/3jv6o4t6/production/6dfb32965d59dbfad8665be9abc01c676e32d97d-497x497.jpg","FALSE","360",""
"y29nl9pwiSAsJMnZQk9qCp","Maze Dark","maze-dark-300x300","wall-300x450","Maze","Ceramic","300×300 mm","Matt","Floor","","","","","F EC MAZE DARK.jpg","https://cdn.sanity.io/images/3jv6o4t6/production/585c608eab1e2103f3055d35f6c65cb231f43985-498x497.jpg","FALSE","370",""
"y29nl9pwiSAsJMnZQk9qEk","Milky Bianco","milky-bianco-300x300","wall-300x450","Milky Bianco","Ceramic","300×300 mm","Matt","Floor","","","","","F EC MILKY BIANCO.jpg","https://cdn.sanity.io/images/3jv6o4t6/production/dd73bf9e950bfea64a941bcc65c05fbcd69b115b-498x497.jpg","FALSE","380",""
"y29nl9pwiSAsJMnZQk9qGf","Puzzle Dark","puzzle-dark-300x300","wall-300x450","Puzzle","Ceramic","300×300 mm","Matt","Floor","","","","","F EC PUZZLE DARK.jpg","https://cdn.sanity.io/images/3jv6o4t6/production/8fbc232671cfa08499d9e86dd23d582ffb41c67f-497x497.jpg","FALSE","390",""
"y29nl9pwiSAsJMnZQk9qIa","Sandy Mint","sandy-mint-300x300","wall-300x450","Sandy Mint","Ceramic","300×300 mm","Matt","Floor","","","","","F EC SANDY MINT.jpg","https://cdn.sanity.io/images/3jv6o4t6/production/f9cebe8050dd00ccfbe009fcc1d657cacbbd9183-498x497.jpg","FALSE","400",""
"y29nl9pwiSAsJMnZQk9qKV","Serene","serene-300x300","wall-300x450","Serene","Ceramic","300×300 mm","Matt","Floor","","","","","F EC SERENE.jpg","https://cdn.sanity.io/images/3jv6o4t6/production/d07951acf6482a52bdfeb07651e5426464edee3c-498x497.jpg","FALSE","410",""
"y29nl9pwiSAsJMnZQk9qMQ","Ultramarine","ultramarine-300x300","wall-300x450","Ultramarine","Ceramic","300×300 mm","Matt","Floor","","","","","F EC ULTRAMARINE.jpg","https://cdn.sanity.io/images/3jv6o4t6/production/b14ea03c00c5500f4515b2784561a7a04ed7d03a-497x497.jpg","FALSE","420",""
"y29nl9pwiSAsJMnZQk9qOL","Woody Dark","woody-dark-300x300","wall-300x450","Woody","Ceramic","300×300 mm","Matt","Floor","","","","","F EC WOODY DARK.jpg","https://cdn.sanity.io/images/3jv6o4t6/production/344e7defeb0110817364f6974afb6a510f76d996-497x497.jpg","FALSE","430",""
"y29nl9pwiSAsJMnZQk9qQG","Fade","fade-300x300","wall-300x450","Fade","Ceramic","300×300 mm","Matt","Floor","","","","","FADE_DB.jpg","https://cdn.sanity.io/images/3jv6o4t6/production/9aadc76d99b5a896ae6ccbef9f1e73d3a79923bc-4945x4945.jpg","FALSE","440",""
"y29nl9pwiSAsJMnZQk9qSB","Faith","faith-300x300","wall-300x450","Faith","Ceramic","300×300 mm","Matt","Floor","","","","","FAITH_DB.jpg","https://cdn.sanity.io/images/3jv6o4t6/production/14cd36d245634bc198bbe8f365790b5b159756b1-4945x4945.jpg","FALSE","450",""
"y29nl9pwiSAsJMnZQk9qU6","Fantasy Floral Dark Floor","fantasy-floral-dark-300x300","wall-300x450","Fantasy Floral","Ceramic","300×300 mm","Matt","Floor","","","","","FANTASY FLORAL_DARK.jpg","https://cdn.sanity.io/images/3jv6o4t6/production/afb8fd711842d7b368d7cd2efbc235a628923631-4945x4945.jpg","FALSE","460",""
"y29nl9pwiSAsJMnZQk9qW1","Fern 05","fern-05-300x300","wall-300x450","Fern","Ceramic","300×300 mm","Matt","Floor","","","","","FERN_05_DB.jpg","https://cdn.sanity.io/images/3jv6o4t6/production/465940cb9449e719019edfb3e738d0b80ae49c09-4945x4945.jpg","FALSE","470",""
"y29nl9pwiSAsJMnZQk9qXw","Fiorello Dark Floor","fiorello-dark-300x300","wall-300x450","Fiorello","Ceramic","300×300 mm","Matt","Floor","","","","","FIORELLO_DARK.jpg","https://cdn.sanity.io/images/3jv6o4t6/production/3915b4d8dfe787a3749e59a2c64f0694e64f8872-4945x4945.jpg","FALSE","480",""
"y29nl9pwiSAsJMnZQk9qZr","Florida","florida-300x300","wall-300x450","Florida","Ceramic","300×300 mm","Matt","Floor","","","","","FLORIDA_DB.jpg","https://cdn.sanity.io/images/3jv6o4t6/production/8204f1782121d2613e398cf8d6d11cf7e0faf7d2-4945x4945.jpg","FALSE","490",""
"y29nl9pwiSAsJMnZQk9qbm","Flowery Dark Floor","flowery-dark-300x300","wall-300x450","Flowery","Ceramic","300×300 mm","Matt","Floor","","","","","FLOWERY_DARK.jpg","https://cdn.sanity.io/images/3jv6o4t6/production/3f66636e2bad9321ed8434c1c3e92836e1362756-4945x4945.jpg","FALSE","500",""
"y29nl9pwiSAsJMnZQk9qdh","Fusion Dark Floor","fusion-dark-300x300","wall-300x450","Fusion","Ceramic","300×300 mm","Matt","Floor","","","","","FUSION_DARK.jpg","https://cdn.sanity.io/images/3jv6o4t6/production/f15843b8c05677f54444bd9d164b29e2d0f1885b-4945x4945.jpg","FALSE","510",""
"y29nl9pwiSAsJMnZQk9qfc","Inlay Beige Dark Floor","inlay-beige-dark-300x300","wall-300x450","Inlay Beige","Ceramic","300×300 mm","Matt","Floor","","","","","INLAY BEIGE DARK.jpg","https://cdn.sanity.io/images/3jv6o4t6/production/9931996c8fde8bb652a65bf06b40c7210e888955-4945x4945.jpg","FALSE","520",""
"y29nl9pwiSAsJMnZQk9qhX","Jewel Dark Floor","jewel-dark-300x300","wall-300x450","Jewel","Ceramic","300×300 mm","Matt","Floor","","","","","JEWEL_DARK.jpg","https://cdn.sanity.io/images/3jv6o4t6/production/d685fb62089fe9ec53f87b4bdc64b49e1a5d38fa-4945x4945.jpg","FALSE","530",""
"y29nl9pwiSAsJMnZQk9qjS","Kettle","kettle-300x300","wall-300x450","Kettle","Ceramic","300×300 mm","Matt","Floor","","","","","KETTLE_DB_FINAL.jpg","https://cdn.sanity.io/images/3jv6o4t6/production/005fd258f3712382cfd5925f8f4281b00535c6fe-4945x4945.jpg","FALSE","540",""
"y29nl9pwiSAsJMnZQk9qlN","Kettle Light Floor","kettle-light-300x300","wall-300x450","Kettle","Ceramic","300×300 mm","Matt","Floor","","","","","KETTLE_LB.jpg","https://cdn.sanity.io/images/3jv6o4t6/production/c300490d2a70d73ef7acc1462b7ccbc6fbfd67dc-4913x4913.jpg","FALSE","550",""
"y29nl9pwiSAsJMnZQk9qnI","Kyoto Dark Floor","kyoto-dark-300x300","wall-300x450","Kyoto","Ceramic","300×300 mm","Matt","Floor","","","","","KYOTO_DARK.jpg","https://cdn.sanity.io/images/3jv6o4t6/production/d791fbfe5690bf34f8ffcffcb80331bc2b50a2ff-4929x4929.jpg","FALSE","560",""
