"sanity_id","name","slug","catalog","series","category","size","finish","application","collection","has_matching_floor","variants","image_filename","image_url","hidden","sort_order","notes"
"fVupcdHAP7vZ5D6lgPcaBc","Pedra Nero","pedra-nero","vitrified-400x400","Pedra","Stone Look","400×400 mm","Matt","Floor","","","","pedra-nero.jpg","https://cdn.sanity.io/images/3jv6o4t6/production/337ec0c1424dc6957ca4261aba94ecbf54ea56b5-6898x6898.jpg","FALSE","110",""
"fVupcdHAP7vZ5D6lgPcaFF","Plaster Coated","plaster-coated","vitrified-400x400","Plaster","Vitrified","400×400 mm","Matt","Floor","","","","plaster-coated.jpg","https://cdn.sanity.io/images/3jv6o4t6/production/1ac1cc375051af3ba505fb052596277a6394fbcd-6279x6279.jpg","FALSE","111",""
"fVupcdHAP7vZ5D6lgPcaIs","Plaster Coated Decore","plaster-coated-decore","vitrified-400x400","Plaster","Vitrified","400×400 mm","Matt","Floor","","","","plaster-coated-decore.jpg","https://cdn.sanity.io/images/3jv6o4t6/production/cc79ffc4d3989ec39d9f8da1852cad2c36640fe3-6279x6279.jpg","FALSE","112",""
"fVupcdHAP7vZ5D6lgPcaMV","Plaster Fade Grey","plaster-fade-grey","vitrified-400x400","Plaster","Vitrified","400×400 mm","Matt","Floor","","","","plaster-fade-grey.jpg","https://cdn.sanity.io/images/3jv6o4t6/production/afe150776cb3fa699299150565a9ef215b6bed73-6898x6898.jpg","FALSE","113",""
"fVupcdHAP7vZ5D6lgPcaQ8","Plaster Fade Grey Decore","plaster-fade-grey-decore","vitrified-400x400","Plaster","Vitrified","400×400 mm","Matt","Floor","","","","plaster-fade-grey-decore.jpg","https://cdn.sanity.io/images/3jv6o4t6/production/b26a6ed1031f5ea92d88bbb3e77ebe26278e90eb-6279x6279.jpg","FALSE","114",""
"fVupcdHAP7vZ5D6lgPcaTl","VID LA AK10108","vid-la-ak10108","vitrified-400x400","Decorative","Vitrified","400×400 mm","Matt","Floor","","","","vid-la-ak10108.jpg","https://cdn.sanity.io/images/3jv6o4t6/production/bb3131e0512126133e870aaf78a31844da02ba30-6898x6898.jpg","FALSE","115",""
"fVupcdHAP7vZ5D6lgPcaXO","VID LA AK10109","vid-la-ak10109","vitrified-400x400","Decorative","Vitrified","400×400 mm","Matt","Floor","","","","vid-la-ak10109.jpg","https://cdn.sanity.io/images/3jv6o4t6/production/a378c5fc22dc286e1734d6e56a73ea413d678c86-6898x6898.jpg","FALSE","116",""
"fVupcdHAP7vZ5D6lgPcab1","VID LA AK10115","vid-la-ak10115","vitrified-400x400","Decorative","Vitrified","400×400 mm","Matt","Floor","","","","vid-la-ak10115.jpg","https://cdn.sanity.io/images/3jv6o4t6/production/58ff0613f098b6cf66a560b6060c3120eaa114c5-6898x6898.jpg","FALSE","117",""
"fVupcdHAP7vZ5D6lgPcaee","VID LA AK10116","vid-la-ak10116","vitrified-400x400","Decorative","Vitrified","400×400 mm","Matt","Floor","","","","vid-la-ak10116.jpg","https://cdn.sanity.io/images/3jv6o4t6/production/58c5fdf40ef22bbfea2020c4e49779aba4915e80-6279x6279.jpg","FALSE","118",""
"fVupcdHAP7vZ5D6lgPcaiH","VID LA AK10116 1","vid-la-ak10116-1","vitrified-400x400","Decorative","Vitrified","400×400 mm","Matt","Floor","","","","vid-la-ak10116-1.jpg","https://cdn.sanity.io/images/3jv6o4t6/production/ffad912aef06ddede2034e3a9e1b5d771115aede-6279x6279.jpg","FALSE","119",""
"fVupcdHAP7vZ5D6lgPcalu","Zealdotted Grey","zealdotted-grey","vitrified-400x400","Zealdotted","Vitrified","400×400 mm","Matt","Floor","","","","zealdotted-grey.jpg","https://cdn.sanity.io/images/3jv6o4t6/production/c2f98156fd9915cdf3b51d5c4436d688afef3d63-6915x6916.jpg","FALSE","120",""
"fVupcdHAP7vZ5D6lgPcapX","Chroma Blocks 2","chroma-blocks-2","vitrified-400x400","Outdoor","Patio","400×400 mm","Matt","Outdoor","","","","chroma-blocks-2.jpg","https://cdn.sanity.io/images/3jv6o4t6/production/dbf79b1ea69b679132ea98f0aea426f9f1605f63-5680x5669.jpg","FALSE","121",""
"fVupcdHAP7vZ5D6lgPcatA","Chroma Blocks 3","chroma-blocks-3","vitrified-400x400","Outdoor","Patio","400×400 mm","Matt","Outdoor","","","","chroma-blocks-3.jpg","https://cdn.sanity.io/images/3jv6o4t6/production/af8975eba84234b0b01257308bfc52d4b2bb9fec-5660x5669.jpg","FALSE","122",""
"fVupcdHAP7vZ5D6lgPcawn","Chroma Blocks A","chroma-blocks-a","vitrified-400x400","Outdoor","Patio","400×400 mm","Matt","Outdoor","","","","chroma-blocks-a.jpg","https://cdn.sanity.io/images/3jv6o4t6/production/238468216122b07227ef253548b6ab0bff12103f-5670x5669.jpg","FALSE","123",""
"fVupcdHAP7vZ5D6lgPcb0Q","Citrine Slate","citrine-slate","vitrified-400x400","Outdoor","Patio","400×400 mm","Matt","Outdoor","","","","citrine-slate.jpg","https://cdn.sanity.io/images/3jv6o4t6/production/f94631632e4d99de1d902d660b06c7b697804111-7087x7087.jpg","FALSE","124",""
"fVupcdHAP7vZ5D6lgPcb43","Citrine Slate HL 01","citrine-slate-hl-01","vitrified-400x400","Outdoor","Patio","400×400 mm","Matt","Outdoor","","","","citrine-slate-hl-01.jpg","https://cdn.sanity.io/images/3jv6o4t6/production/c0e913d3c353907b513d2e88a7072931c20b28b2-6299x6299.jpg","FALSE","125",""
"fVupcdHAP7vZ5D6lgPcb7g","Mosaic Brown DK","mosaic-brown-dk","vitrified-400x400","Outdoor","Patio","400×400 mm","Matt","Outdoor","","","","mosaic-brown-dk.jpg","https://cdn.sanity.io/images/3jv6o4t6/production/1dd732fb306bf4522edc1e3ad05013edbc737ed3-7087x7087.jpg","FALSE","126",""
"fVupcdHAP7vZ5D6lgPcbBJ","Mosaic Brown LT","mosaic-brown-lt","vitrified-400x400","Outdoor","Patio","400×400 mm","Matt","Outdoor","","","","mosaic-brown-lt.jpg","https://cdn.sanity.io/images/3jv6o4t6/production/e1da112dbea5f5b54a08071e9dd799d3f385ba8d-7087x7087.jpg","FALSE","127",""
"fVupcdHAP7vZ5D6lgPcbEw","Mosaic Grey DK","mosaic-grey-dk","vitrified-400x400","Outdoor","Patio","400×400 mm","Matt","Outdoor","","","","mosaic-grey-dk.jpg","https://cdn.sanity.io/images/3jv6o4t6/production/d34dc1bd496e4981f49b42d90cc04b0aad0abedd-7165x7165.jpg","FALSE","128",""
"fVupcdHAP7vZ5D6lgPcbIZ","Mosaic Grey LT","mosaic-grey-lt","vitrified-400x400","Outdoor","Patio","400×400 mm","Matt","Outdoor","","","","mosaic-grey-lt.jpg","https://cdn.sanity.io/images/3jv6o4t6/production/e94cd88b07b3f76d73ca3b8ed7060d17cc015fe7-7087x7087.jpg","FALSE","129",""
"fVupcdHAP7vZ5D6lgPcbMC","Orbit Nero Grey","orbit-nero-grey","vitrified-400x400","Outdoor","Patio","400×400 mm","Matt","Outdoor","","","","orbit-nero-grey.jpg","https://cdn.sanity.io/images/3jv6o4t6/production/e7b2ffa6895be69b1fc03dded13d6980b68b7852-5669x5669.jpg","FALSE","130",""
"fVupcdHAP7vZ5D6lgPcbPp","Stonelo Brown","stonelo-brown","vitrified-400x400","Outdoor","Patio","400×400 mm","Matt","Outdoor","","","","stonelo-brown.jpg","https://cdn.sanity.io/images/3jv6o4t6/production/68e5b530167290438a2bd39ad3904b7ffe1d84b5-6299x6299.jpg","FALSE","131",""
"fVupcdHAP7vZ5D6lgPcbTS","Stonelo Grey","stonelo-grey","vitrified-400x400","Outdoor","Patio","400×400 mm","Matt","Outdoor","","","","stonelo-grey.jpg","https://cdn.sanity.io/images/3jv6o4t6/production/c124cad7c93cca53eeffb364147733cd43d36630-6299x6299.jpg","FALSE","132",""
"fVupcdHAP7vZ5D6lgPcbX5","Stonelo Gris","stonelo-gris","vitrified-400x400","Outdoor","Patio","400×400 mm","Matt","Outdoor","","","","stonelo-gris.jpg","https://cdn.sanity.io/images/3jv6o4t6/production/42ddbc7bc23ac8109e2faed01a97a8d00f8c0a14-6299x6299.jpg","FALSE","133",""
"fVupcdHAP7vZ5D6lgPcbai","Stonelo Multi","stonelo-multi","vitrified-400x400","Outdoor","Patio","400×400 mm","Matt","Outdoor","","","","stonelo-multi.jpg","https://cdn.sanity.io/images/3jv6o4t6/production/75e22a9a567af8803b742389e072fb3110cf19dc-6299x6299.jpg","FALSE","134",""
"fVupcdHAP7vZ5D6lgPcbeL","Intex Beige","intex-beige","vitrified-400x400","Parking","Driveway","400×400 mm","Matt","Driveway","","","","intex-beige.jpg","https://cdn.sanity.io/images/3jv6o4t6/production/29d510b5ef5f688c25ec2ffa4da34ba9dbad1618-5669x5669.jpg","FALSE","135",""
"fVupcdHAP7vZ5D6lgPcbhy","Intex Dark Grey","intex-dark-grey","vitrified-400x400","Parking","Driveway","400×400 mm","Matt","Driveway","","","","intex-dark-grey.jpg","https://cdn.sanity.io/images/3jv6o4t6/production/9c641505493e65e9d24dad38a891fb8ca1c3950a-5669x5669.jpg","FALSE","136",""
"fVupcdHAP7vZ5D6lgPcblb","Intex Grey","intex-grey","vitrified-400x400","Parking","Driveway","400×400 mm","Matt","Driveway","","","","intex-grey.jpg","https://cdn.sanity.io/images/3jv6o4t6/production/c375823cc7f9e8931535c02d0a0f3885f02e2989-5669x5669.jpg","FALSE","137",""
"fVupcdHAP7vZ5D6lgPcbpE","Intex Marfil","intex-marfil","vitrified-400x400","Parking","Driveway","400×400 mm","Matt","Driveway","","","","intex-marfil.jpg","https://cdn.sanity.io/images/3jv6o4t6/production/0d4d940570b0c703ce81cceeaf4f4725fa33e85b-5669x5669.jpg","FALSE","138",""
"6R4Op2zj1oYU72ZZby0Y4h","Earthen Light Grey","earthen-light-grey","vitrified-400x400","Classic","Vitrified","400×400 mm","Matt","Floor","","","","earthen-light-grey.jpg","https://cdn.sanity.io/images/3jv6o4t6/production/40dc8fb928bebf9eeab3382a62ec0cb2b6cdcf8b-6898x6898.jpg","FALSE","466",""
"6R4Op2zj1oYU72ZZby0Y6H","Sandstone","sandstone","vitrified-400x400","Outdoor","Patio","400×400 mm","Matt","Outdoor","","","","sandstone.jpg","https://cdn.sanity.io/images/3jv6o4t6/production/9d962e7b3c8e2202637bb3c5f64f52824456ff30-5670x5722.jpg","FALSE","467",""
"6R4Op2zj1oYU72ZZby0Y7r","Earthen Dark Grey","earthen-dark-grey","vitrified-400x400","Classic","Vitrified","400×400 mm","Matt","Floor","","","","earthen-dark-grey.jpg","https://cdn.sanity.io/images/3jv6o4t6/production/c51e3d73859c935858639c8ba3578f5c76c649d8-6898x6898.jpg","FALSE","468",""
"6R4Op2zj1oYU72ZZby0Y9R","Plain White","plain-white","vitrified-400x400","Patio","Patio","400×400 mm","Matt","Patio","","","","","","TRUE","469",""
"6R4Op2zj1oYU72ZZby0YB1","Baltic White","baltic-white","vitrified-400x400","Outdoor","Patio","400×400 mm","Matt","Outdoor","","","","baltic-white.jpg","https://cdn.sanity.io/images/3jv6o4t6/production/bf707f22887cb2310afc4a9c87d42433c37fee03-4724x4724.jpg","FALSE","470",""
"6R4Op2zj1oYU72ZZby0YCb","Plain Ivory","plain-ivory","vitrified-400x400","Patio","Patio","400×400 mm","Matt","Patio","","","","","","TRUE","471",""
"6R4Op2zj1oYU72ZZby0YEB","Cosmic Brown","cosmic-brown","vitrified-400x400","Classic","Vitrified","400×400 mm","Matt","Floor","","","","cosmic-brown.jpg","https://cdn.sanity.io/images/3jv6o4t6/production/ae044af3a555220e4fae3ed6ab3a97c7d34053d3-6898x6898.jpg","FALSE","472",""
"6R4Op2zj1oYU72ZZby0YFl","Cassion Velvet Grey","cassion-velvet-grey","vitrified-400x400","Classic","Vitrified","400×400 mm","Matt","Floor","","","","cassion-velvet-grey.jpg","https://cdn.sanity.io/images/3jv6o4t6/production/83421de61b9a252c7edde2e92a800ee3d0433d37-6898x6898.jpg","FALSE","473",""
"6R4Op2zj1oYU72ZZby0YHL","Cosmic Beige","cosmic-beige","vitrified-400x400","Classic","Vitrified","400×400 mm","Matt","Floor","","","","cosmic-brown.jpg","https://cdn.sanity.io/images/3jv6o4t6/production/ae044af3a555220e4fae3ed6ab3a97c7d34053d3-6898x6898.jpg","FALSE","474",""
"6R4Op2zj1oYU72ZZby0YIv","Hexagon Grey Dry","hexagon-grey-dry","vitrified-400x400","Patio","Patio","400×400 mm","Matt","Patio","","","","","","TRUE","475",""
"6R4Op2zj1oYU72ZZby0YKV","Cassion Velvet","cassion-velvet","vitrified-400x400","Classic","Vitrified","400×400 mm","Matt","Floor","","","","cassion-velvet.jpg","https://cdn.sanity.io/images/3jv6o4t6/production/c94680c8ec0d93d37fef0dc9e8e3db8b0c8e0d42-6898x6898.jpg","FALSE","476",""
"6R4Op2zj1oYU72ZZby0YM5","Hexagon Brown Mixed","hexagon-brown-mixed","vitrified-400x400","Patio","Patio","400×400 mm","Matt","Patio","","","","","","TRUE","477",""
"6R4Op2zj1oYU72ZZby0YNf","Grey Crushed Coated","grey-crushed-coated","vitrified-400x400","Patio","Patio","400×400 mm","Matt","Patio","","","","","","TRUE","478",""
"6R4Op2zj1oYU72ZZby0YPF","Brown Crushed Coated","brown-crushed-coated","vitrified-400x400","Patio","Patio","400×400 mm","Matt","Patio","","","","","","TRUE","479",""
"6R4Op2zj1oYU72ZZby0YQp","Ridge Petals Brown","ridge-petals-brown","vitrified-400x400","Patio","Patio","400×400 mm","Matt","Patio","","","","","","TRUE","480",""
"6R4Op2zj1oYU72ZZby0YSP","Mayan Moss Decor","mayan-moss-decor","vitrified-400x400","Outdoor","Patio","400×400 mm","Matt","Outdoor","","","","mayan-moss-decor.jpg","https://cdn.sanity.io/images/3jv6o4t6/production/9731d80dcfe9687f7897101ba9baeb7e7b3eaa27-5669x5669.jpg","FALSE","481",""
"6R4Op2zj1oYU72ZZby0YTz","Ridge Petals Blue","ridge-petals-blue","vitrified-400x400","Patio","Patio","400×400 mm","Matt","Patio","","","","","","TRUE","482",""
"6R4Op2zj1oYU72ZZby0YVZ","Mayan Moss","mayan-moss","vitrified-400x400","Outdoor","Patio","400×400 mm","Matt","Outdoor","","","","mayan-moss.jpg","https://cdn.sanity.io/images/3jv6o4t6/production/30f2056644f9db7b078e662ec5361acce852eb09-5250x5228.jpg","FALSE","483",""
"6R4Op2zj1oYU72ZZby0YX9","Zealdotted Brown","zealdotted-brown","vitrified-400x400","Zealdotted","Vitrified","400×400 mm","Matt","Floor","","","","zealdotted-brown.jpg","https://cdn.sanity.io/images/3jv6o4t6/production/5382622f9fe1871c47ee06c210368dc7ab058675-6915x6916.jpg","FALSE","484",""
"6R4Op2zj1oYU72ZZby0YYj","Cobble Grey","cobble-grey","vitrified-400x400","Driveway","Driveway","400×400 mm","Matt","Driveway","","","","","","TRUE","485",""
"6R4Op2zj1oYU72ZZby0YaJ","Cobble Dark","cobble-dark","vitrified-400x400","Driveway","Driveway","400×400 mm","Matt","Driveway","","","","","","TRUE","486",""
"6R4Op2zj1oYU72ZZby0Ybt","Pebble Multi","pebble-multi","vitrified-400x400","Driveway","Driveway","400×400 mm","Matt","Driveway","","","","","","TRUE","487",""
"6R4Op2zj1oYU72ZZby0YdT","Slate Rock","slate-rock","vitrified-400x400","Driveway","Driveway","400×400 mm","Matt","Driveway","","","","","","TRUE","488",""
"6R4Op2zj1oYU72ZZby0Yf3","Cement Grey","cement-grey","vitrified-400x400","Driveway","Driveway","400×400 mm","Matt","Driveway","","","","","","TRUE","489",""
"6R4Op2zj1oYU72ZZby0Ygd","Cement Dark","cement-dark","vitrified-400x400","Driveway","Driveway","400×400 mm","Matt","Driveway","","","","","","TRUE","490",""
"6R4Op2zj1oYU72ZZby0YiD","Brick Mosaic","brick-mosaic","vitrified-400x400","Driveway","Driveway","400×400 mm","Matt","Driveway","","","","","","TRUE","491",""
"6R4Op2zj1oYU72ZZby0Yjn","River Stone","river-stone","vitrified-400x400","Driveway","Driveway","400×400 mm","Matt","Driveway","","","","","","TRUE","492",""
"6R4Op2zj1oYU72ZZby0YlN","Granite Grey","granite-grey","vitrified-400x400","Driveway","Driveway","400×400 mm","Matt","Driveway","","","","","","TRUE","493",""
"6R4Op2zj1oYU72ZZby0Ymx","Granite Dark","granite-dark","vitrified-400x400","Driveway","Driveway","400×400 mm","Matt","Driveway","","","","","","TRUE","494",""
